0
37.0
26.0
36.0
6.0
19.0
-46.0
40.0
-397.0
-48.0
-438.5
38.0
33.5
39.0
41.0
37.0
31.0
33.0
50.0
44.0
-147.0
35.0
15.0
25.0
53.0
56.0
-15.5
25.0
1.0
28.0
49.0
16.0
36.0
7.5
28.0
38.0
21.0
40.0
40.0
7.5
21.0
-29.5
-102.0
3.5
43.0
-93.0
-36.0
19.0
-46.0
26.0
-65.0
41.0
-328.0
36.0
29.0
38.0
-201.0
44.0
38.0
17.5
30.0
33.0
-96.0
26.5
39.0
25.0
7.0
31.0
42.0
40.0
-527.5
22.0
22.0
46.0
31.0
46.0
-93.5
47.0
28.0
25.0
-3.0
36.0
13.0
43.0
40.0
48.0
37.0
35.0
27.0
-536.5
-164.5
33.0
15.0
50.0
43.0
37.0
31.0
-188.0
13.0
30.0
17.0
24.0
34.0
35.0
32.0
33.0
-149.0
39.0
31.0
22.0
-412.5
32.0
29.0
44.0
14.0
-139.5
33.0
31.0
-179.0
-360.5
18.0
28.0
26.0
38.0
-2168.5
17.0
-1245.0
-9017.0
37.0
32.0
10.5
-4489.5
28.0
34.0
4.0
25.0
-4035.0
26.0
45.0
-870.0
-216.5
28.0
-50.5
33.0
43.0
25.0
-1561.5
20.0
-959.5
30.0
16.0
32.0
28.0
39.0
19.0
27.0
-9463.0
48.0
27.0
40.0
-211.0
33.0
41.0
-10000.0
21.0
-461.5
-443.0
-681.0
24.0
-3094.0
24.0
-4293.5
-202.5
18.0
51.0
4.5
26.0
30.0
4.5
-579.5
22.0
36.0
22.0
-111.0
14.0
35.0
39.0
26.0
10.0
20.0
40.0
28.0
23.0
15.0
6.0
6.0
15.0
-8.0
14.0
-10.5
-169.0
6.0
11.0
-2653.5
4.0
14.0
-44.0
4.0
5.0
15.0
-27.5
6.0
-131.5
14.0
-7.0
-6.0
15.0
6.0
4.0
15.0
6.0
16.0
9.0
6.0
-150.0
15.0
5.0
21.0
-194.0
1.0
16.0
7.0
16.0
6.0
4.0
-43.5
5.5
-64.0
5.0
6.0
-181.0
6.0
16.0
6.0
